ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF247L01AH0,SPGPG,GR,OMF,7.5,19.43
INF769K01FP7,MIRAEAFRG,GR,OMF,7.5,12.07
INF769K01FS1,MAFAFD1L0,GR,OMF,7.5,12.41
INF761K01FF5,MPDGG,GR,OMF,7.5,33.17
INF761K01FI9,MPRGG,GR,OMF,7.5,31.19
INF761K01FH1,MPRDD,DP,OMF,7.5,28.33
INF336L01PE6,OFEG,GR,OMF,7.5,21.71
INF336L01PF3,OFEDP,DP,OMF,7.5,18.08
INF336L01PB2,OHFEG,GR,OMF,7.5,22.97
INF336L01PC0,OHFEDP,DP,OMF,7.5,20.38
INF769K01FV5,MIRAEBPRG,GR,OMF,7.5,11.82
INF769K01FY9,MAFBPD1,GR,OMF,7.5,12.02
INF754K01LI2,EMFO25DRGP,GR,OMF,7.5,12.03
INF754K01LG6,EMFO25RPGP,DP,OMF,7.5,12.03
INF754K01LF8,EMFO25RPDR,GR,OMF,7.5,12.03
INF754K01LJ0,EMFO25DRDP,DP,OMF,7.5,12.03
INF754K01LO0,EMFO31DRGP,GR,OMF,7.5,12.11
INF754K01LL6,EMFO31RPDR,GR,OMF,7.5,12.11
INF247L01AI8,MOFMAGD,GR,OMF,7.5,13.26
INF247L01AJ6,MOFMAGP,GR,OMF,7.5,12.62
INF204KB19V4,MFDAG,GR,OMF,7.5,19.4
INF204KB10W1,MFDAP,DP,OMF,7.5,19.4
INF204KB16V0,MFRG,GR,OMF,7.5,18.41
INF204KB17V8,RMFDP,DP,OMF,7.5,18.41
INF174V01978,MMMAYRG,GR,OMF,7.5,11.58
INF174V01AA0,MMMAYDG,GR,OMF,7.5,11.95
INF955L01JR8,BPFLMGPG,GR,OMF,7.5,23.69
INF955L01JS6,BPFLMDPD,DP,OMF,7.5,18.73
INF955L01JU2,BPFLMD2G,GR,OMF,7.5,25.07
INF582M01GU8,UNMDRG,GR,OMF,7.5,11.74
INF582M01GQ6,UNMDDG,GR,OMF,7.5,11.87
INF205KA1213,IMFF2EFDR,GR,OMF,7.5,25.05
INF205KA1205,IMFF20EFDR,DP,OMF,7.5,22.61
INF205KA1189,IMFF20EFRG,GR,OMF,7.5,23.65
INF205KA1171,IMF20EFRG,DP,OMF,7.5,21.28
INF846K01X06,GADGG,GR,OMF,7.5,16.44
INF846K01X30,GAGPG,GR,OMF,7.5,15.78
INF846K01X14,GAD1D,DP,OMF,7.5,16.43
INF846K01X48,GADPD,DP,OMF,7.5,15.78
INF200KA1Q99,SCBIP619GR,GR,OMF,7.5,34.08
INF200KA1R07,SCBIP619GD,GR,OMF,7.5,35.81
INF769K01GE9,MAFEAD1,GR,OMF,7.5,21.81
INF769K01GD1,MAFEAD2,DP,OMF,7.5,21.83
INF769K01GB5,MIRAEEARG,GR,OMF,7.5,21.75
INF903JA1IZ3,SMFBCGP,GR,OMF,7.5,19.1
INF903JA1JB2,SMFBCDR,DR,OMF,7.5,16.2
INF903JA1JC0,SMFBCDG,GR,OMF,7.5,20.19
INF903JA1JE6,SMFBCDR1,DR,OMF,7.5,17.15
INF109KC1N91,IPRU3436P,DP,OMF,7.5,15.38
INF109KC1O25,IPRU9638P,DP,OMF,7.5,16.28
INF109KC1O09,IPRU9637,GR,OMF,7.5,19.52
INF109KC1N75,IPRU3435,GR,OMF,7.5,18.57
INF204KB12W7,NSRG,GR,OMF,7.5,29.09
INF204KB15W0,NSAGG,GR,OMF,7.5,29.84
INF204KB13W5,NSDP,DP,OMF,7.5,29.09
INF204KB16W8,NSADD,DP,OMF,7.5,29.84
INF769K01GH2,MIRAEUSRG,GR,OMF,7.5,1201.7
INF00XX01861,ITIDPG1GP,GR,OMF,7.5,12.16
INF00XX01838,ITIRPGP,GR,OMF,7.5,11.93
INF209KB1T46,B67B,GR,OMF,7.5,20.73
INF209KB1T53,B67A,DP,OMF,7.5,18.43
INF209KB1T79,B67Y,GR,OMF,7.5,21.91
INF200KA1R15,SFRDF620G,GR,OMF,7.5,12.14
INF200KA1R64,SFRDFD620G,GR,OMF,7.5,12.23
INF754K01LV5,EMFWHDRGP,GR,OMF,7.5,17.24
INF754K01LW3,EMFWHDRDP,DP,OMF,7.5,17.24
INF754K01LR3,EMFWHRPGP,GR,OMF,7.5,16.89
INF754K01LS1,EMFWHRPDP,DP,OMF,7.5,16.89
INF966L01AB8,166EFGP,GR,OMF,7.5,30.75
INF966L01AD4,166EFG1,GR,OMF,7.5,32.46
INF174V01AF9,MMMFERP,DP,OMF,7.5,18.22
INF174V01AG7,MMMFEDG,GR,OMF,7.5,25.56
INF174V01AD4,MMMFERG,GR,OMF,7.5,23.86
INF769K01GM2,MIRAESLRD,DP,OMF,7.5,16.09
INF769K01GQ3,MAFSLD1,GR,OMF,7.5,16.31
INF769K01GN0,MIRAESLRG,GR,OMF,7.5,16.12
INF582M01HE0,UNHERDP,DP,OMF,7.5,15.88
INF582M01HC4,UNHERG,GR,OMF,7.5,15.88
INF582M01GY0,UNHEDG,GR,OMF,7.5,16.49
INF109KC1O33,IPRU3437,GR,OMF,7.5,19.39
INF109KC1O66,IPRU9639,GR,OMF,7.5,19.83
INF174KA1FF0,KOTAKFESG,GR,OMF,7.5,15.19
INF174KA1FE3,KOTAKMESG,DP,OMF,7.5,15.19
INF174KA1FI4,KOTAKMFESG,GR,OMF,7.5,16.08
INF179KC1AP3,HDYDDPH0,DP,OMF,7.5,21.78
INF179KC1AO6,HDYDGRHMF,GR,OMF,7.5,23.35
INF179KC1AR9,HDYRGRHMF,GR,OMF,7.5,22.18
INF179KC1AS7,HDYRDPHMF,DP,OMF,7.5,20.57
INF789F1AUP3,SPDPD,DP,OMF,7.5,20.87
INF789F1AUO6,SPGPG1,GR,OMF,7.5,20.87
INF789F1AUQ1,SPG1G,GR,OMF,7.5,22.12
INF789F1AUR9,SPD1D1,DP,OMF,7.5,22.12
INF769K01GU5,MIRAEBFRG,GR,OMF,7.5,16.71
INF769K01GT7,MIRAEBFRD,DP,OMF,7.5,16.73
INF769K01GX9,MAFBFD1,GR,OMF,7.5,17.66
INF769K01GW1,MAFBFD2,DP,OMF,7.5,17.6
INF955L01KC8,BPFBPD2G,GR,OMF,7.5,11.68
INF955L01JX6,BPFBPGPG,GR,OMF,7.5,11.48
INF846K01Y13,AXISSSDPD,DP,OMF,7.5,15.96
INF846K01X71,AXISSSDGG,GR,OMF,7.5,16.75
INF846K01Y05,AXISSSGPG,GR,OMF,7.5,15.96
INF846K01X89,AXISSSD1D,DP,OMF,7.5,16.75
INF209KB1U43,B68B,GR,OMF,7.5,14.67
INF209KB1U50,B68A,DP,OMF,7.5,14.67
INF209KB1U76,B68Y,GR,OMF,7.5,15.48
INF204KB13X3,NIMFPPGPG,GR,OMF,7.5,18.49
INF204KB16X6,NIMFPPAGG,GR,OMF,7.5,18.82
INF204KB14X1,NIMFPPDPD,DP,OMF,7.5,18.49
INF204KB17X4,NIMFPPADD,DP,OMF,7.5,18.82
INF109KC1P24,IPRU9641,GR,OMF,7.5,22.06
INF109KC1P40,IPRU9642P,DP,OMF,7.5,18.81
INF109KC1O90,IPRU3439,GR,OMF,7.5,21.14
INF109KC1P16,IPRU3440P,DP,OMF,7.5,17.89
INF0GCD01016,185BFRGGR,GR,OMF,7.5,1159.92
INF0GCD01107,185BFDGGR,GR,OMF,7.5,1179.02
INF663L01V72,PRMBLGP,GR,OMF,7.5,13.54
INF663L01V49,PRMBLG1,GR,OMF,7.5,14.34
INF663L01V80,PRMBLDP,DP,OMF,7.5,11.22
INF204KB13Y1,NIMFALGPG,GR,OMF,7.5,17.91
INF204KB14Y9,NIMFALDPD,DP,OMF,7.5,17.91
INF204KB16Y4,ALAGRMF,GR,OMF,7.5,18.52
INF200KA1T05,SBIBFAHDPD,DP,OMF,7.5,17.46
INF200KA1S71,SBIBFAHRPG,GR,OMF,7.5,16.78
INF200KA1S89,SBIBFAHRPD,DP,OMF,7.5,16.78
INF200KA1S97,SBIBFAHDPG,GR,OMF,7.5,17.46
INF789F1AUT5,NMG1G,GR,OMF,7.5,21.91
INF789F1AUS7,NMGPG,GR,OMF,7.5,21.56
INF194KB1AP5,IDFCFRFRG,GR,OMF,7.5,11.69
INF194KB1BA5,IDFCFRFDG,GR,OMF,7.5,11.87
INF204KB19Y8,NIMFNVGPG,GR,OMF,7.5,17.33
INF204KB10Z4,NIMFNVDPD,DP,OMF,7.5,17.33
INF204KB12Z0,NVAGRMF,GR,OMF,7.5,17.66
INF204KB13Z8,NVADRMF,DP,OMF,7.5,17.66
INF204KB15Z3,NIMFNPGPG,GR,OMF,7.5,20.64
INF204KB16Z1,NIMFNPDPD,DP,OMF,7.5,20.64
INF204KB19Z5,NPADRMF,DP,OMF,7.5,21.02
INF204KB18Z7,NPAGRMF,GR,OMF,7.5,21.02
INF174V01AJ1,MMMSTRG,GR,OMF,7.5,11.63
INF174V01AM5,MMMSTDG,GR,OMF,7.5,12
INF00XX01895,ITIRPGMD,GR,OMF,7.5,18.62
INF00XX01929,ITIDPG1GMD,GR,OMF,7.5,19.92
INF00XX01903,ITIRPDPMD,DP,OMF,7.5,17.79
INF174KA1FX3,KNNIFG,GR,OMF,7.5,18.01
INF174KA1GA9,KNNIFDG,GR,OMF,7.5,18.31
INF174KA1FZ8,KNNIFDDP,DP,OMF,7.5,18.31
INF247L01AL2,MOMFAAGD,GR,OMF,7.5,15.33
INF247L01AM0,MOMFAAGP,GR,OMF,7.5,15.06
INF247L01AO6,MOMFACGP,GR,OMF,7.5,13.68
INF247L01AN8,MOMFACGD,GR,OMF,7.5,13.91
INF205KA1338,IMFESGDRGP,GR,OMF,7.5,16.31
INF205KA1304,IMFESGRGGP,GR,OMF,7.5,15.48
INF205KA1296,IMFESGRGDP,DP,OMF,7.5,13.81
INF769K01HD9,MIRAECBD1,GR,OMF,7.5,11.77
INF769K01HA5,MIRAECBRG,GR,OMF,7.5,11.61
INF200KA1U02,SBIDPR,DP,OMF,7.5,15.08
INF200KA1U28,SBIDPGFOF,GR,OMF,7.5,15.45
INF200KA1U36,SBIDP,DP,OMF,7.5,15.45
INF200KA1T96,SBIFOF,GR,OMF,7.5,15.08
INF740KA1PS7,DSPFFRGR,GR,OMF,7.5,11.94
INF740KA1PV1,DSPFFDGR,GR,OMF,7.5,12.04
INF194KB1BL2,IDGIF2027G,GR,GMF,10,11.71
INF194KB1BP3,IGIF2027DG,GR,GMF,10,11.8
INF194KB1BS7,IDGIF2028G,GR,GMF,10,11.74
INF194KB1BV1,IGIF2028DG,GR,GMF,10,11.83
INF194KB1BT5,IDGIF2028P,DP,GMF,10,10.11
INF754K01MA7,EMFP6RPDP,DP,OMF,7.5,11.89
INF754K01MD1,EMFP6DRGP,GR,OMF,7.5,11.96
INF754K01LZ6,EMFP6RPGP,GR,OMF,7.5,11.89
INF209KB1W41,B70BB,GR,OMF,7.5,20.15
INF209KB1W58,B70A,DP,OMF,7.5,20.15
INF209KB1W74,B70Y,GR,OMF,7.5,20.56
INF209KB1W82,B70X,DP,OMF,7.5,20.56
INF209KB1V83,B69B,GR,OMF,7.5,17.68
INF209KB1V91,B69A,DP,OMF,7.5,17.68
INF209KB1W17,B69Y,GR,OMF,7.5,18.04
INF109KC1P57,IPRU3441L,GR,OMF,7.5,15.78
INF109KC1P81,IPRU9643L,GR,OMF,7.5,16.01
INF109KC1Q07,IPRU9644PL,DP,OMF,7.5,16.01
INF0GCD01198,185LFRGGR,GR,GMF,10,1174.01
INF0GCD01255,185LFDGGR,GR,GMF,10,1179.39
INF760K01JS2,CRFEDD,DP,OMF,7.5,16.36
INF760K01JQ6,CRFEDG,GR,OMF,7.5,17.21
INF760K01JT0,CRFEGP,GR,OMF,7.5,16.4
INF760K01JV6,CRFEDP,DP,OMF,7.5,15.52
INF179KC1BE5,HAARDPHMF,DP,OMF,7.5,15.64
INF179KC1BD7,HAARGRHMF,GR,OMF,7.5,15.64
INF179KC1BB1,HAADDPHMF,DP,OMF,7.5,16.22
INF179KC1BA3,HAADGRHMF,GR,OMF,7.5,16.22
INF00XX01952,ITIRPGU,GR,OMF,7.5,1148.4
INF00XX01AE2,ITIDPG1GU,GR,OMF,7.5,1178.21
INF209KB1Y23,B71B,GR,OMF,7.5,16.82
INF209KB1Y31,B71A,DP,OMF,7.5,16.82
INF209KB1Y56,B71X,DP,OMF,7.5,17.62
INF209KB1Y49,B71Y,GR,OMF,7.5,17.62
INF966L01AI3,166QMDP,DP,OMF,7.5,22.61
INF966L01AH5,166QMGP,GR,OMF,7.5,22.59
INF966L01AL7,166QMD1,DP,OMF,7.5,23.86
INF966L01AK9,166QMDG,GR,OMF,7.5,23.73
INF769K01HH0,MIRAEFPD1,GR,OMF,7.5,20.7
INF769K01HG2,MIRAEFPRG,GR,OMF,7.5,20.46
INF200KA1V76,IDX50631G,GR,OMF,7.5,17.12
INF200KA1V84,IDX50631DP,DP,OMF,7.5,17.12
INF200KA1W00,IDX50D631G,GR,OMF,7.5,17.38
INF200KA1W18,IDX50D631P,DP,OMF,7.5,17.38
INF277K015Z8,TDIVYFD,GR,OMF,7.5,17.14
INF277K018Z2,TDIVYFB,GR,OMF,7.5,16.24
INF277K019Z0,TDIVYFA,DR,OMF,7.5,16.24
INF277K016Z6,TDIVYFC,DR,OMF,7.5,17.14
INF846K01Z53,AXISGIGPG,GR,OMF,7.5,11.83
INF846K01Z20,AXISGIDGG,GR,OMF,7.5,12.24
INF846K01Z61,AXISGIDPD,DP,OMF,7.5,11.83
INF879O01175,PPCHFDPG,GR,OMF,7.5,13.55
INF879O01209,PPCHFRPG,GR,OMF,7.5,13.43
INF879O01191,PPCHFRMP,DP,OMF,7.5,10.78
INF879O01167,PPCHFDMP,DP,OMF,7.5,10.71
INF209KB1Z71,B79Y,GR,OMF,7.5,15.82
INF209KB1Z89,B79X,DP,OMF,7.5,15.82
INF209KB1Z55,B79A,DP,OMF,7.5,15.53
INF209KB1Z48,B79B,GR,OMF,7.5,15.53
INF00XX01AQ6,ITIDPG1GV,GR,OMF,7.5,16.32
INF00XX01AN3,ITIRPGV,GR,OMF,7.5,15.35
INF174KA1GX1,KTNTG,GR,OMF,7.5,14.11
INF174KA1HB5,KTNTDDP,DP,OMF,7.5,14.24
INF174KA1HA7,KTNTDG,GR,OMF,7.5,14.24
INF174KA1GY9,KTNTDP,DP,OMF,7.5,14.11
INF761K01FL3,BCDDG,GR,OMF,7.5,15.45
INF761K01FO7,BCRDG,GR,OMF,7.5,14.92
INF179KC1BK2,HBFRDPHMF,DP,OMF,7.5,13.35
INF179KC1BH8,HBFDDPHMF,DP,OMF,7.5,14.01
INF179KC1BG0,HBFDGRHMF,GR,OMF,7.5,14.76
INF179KC1BJ4,HBFRGRHMF,GR,OMF,7.5,14.1
INF109KC1Q98,IPRU3444,DP,OMF,7.5,16.12
INF109KC1Q80,IPRU3443,GR,OMF,7.5,16.13
INF109KC1R14,IPRU9645,GR,OMF,7.5,16.73
INF109KC1R22,IPRU9646,DP,OMF,7.5,16.73
INF846K011A2,AXISQFGPG,GR,OMF,7.5,15.25
INF846K01Z87,AXISQFDGG,GR,OMF,7.5,15.98
INF846K01Z95,AXISQFD1D,DP,OMF,7.5,15.97
INF846K012A0,AXISQFDPD,DP,OMF,7.5,15.25
INF277KA1091,TFRFD,GR,OMF,7.5,11.64
INF277KA1026,TFRFH,GR,OMF,7.5,11.79
INF205KA1379,IMFMDFRGGP,GR,OMF,7.5,1128.29
INF205KA1429,IMFMDFDRGP,GR,OMF,7.5,1156.66
INF663L01W06,PRMSCG1,GR,OMF,7.5,14.44
INF663L01W30,PRMSCGP,GR,OMF,7.5,13.75
INF663L01W48,PRMSCDP,DP,OMF,7.5,13.38
INF00XX01AT0,ITIRPGD,GR,OMF,7.5,11.47
INF00XX01BC4,ITIDPG1GD,GR,OMF,7.5,11.82
INF959L01FQ0,NIGP,GR,OMF,7.5,14.03
INF959L01FP2,NI,GR,OMF,7.5,14.11
INF200KA1S55,SBIBFADPG,GR,OMF,7.5,18.79
INF200KA1S48,SBIBFARPD,DP,OMF,7.5,17.98
INF200KA1S63,SBIBFADPD,DP,OMF,7.5,18.78
INF200KA1S30,SBIBFARPG,GR,OMF,7.5,17.98
INF200KA1T70,SBIBFACDPG,GR,OMF,7.5,14.32
INF200KA1T54,SBIBFACRPG,GR,OMF,7.5,14.02
INF200KA1T62,SBIBFACRPD,DP,OMF,7.5,14.02
INF200KA1T21,SBIRPD,DP,OMF,7.5,12.9
INF200KA1T39,SBIDPG,GR,OMF,7.5,13.12
INF200KA1T13,SBIRPG,GR,OMF,7.5,12.9
INF846K012B8,AXISRFGPG,GR,OMF,7.5,1166.78
INF846K014A6,AXISRFDGG,GR,OMF,7.5,1179.54
INF277KA1182,TBCFC,DR,OMF,7.5,18.09
INF277KA1190,TBCFB,GR,OMF,7.5,17.27
INF277KA1216,TBCFA,DR,OMF,7.5,17.27
INF277KA1166,TBCFD,GR,OMF,7.5,18.09
INF0GCD01313,185STRGGR,GR,OMF,7.5,1139.86
INF0GCD01370,185STDGGR,GR,OMF,7.5,1155.68
INF760K01JW4,CRVFDG,GR,OMF,7.5,16.68
INF760K01JY0,CRVFDD,DP,OMF,7.5,16.67
INF760K01KB6,CRVFDP,DP,OMF,7.5,15.96
INF760K01JZ7,CRVFGP,GR,OMF,7.5,15.97
INF204KC1097,NIMFLCGP,GR,OMF,7.5,14.71
INF204KC1121,NIMFLCAG,GR,OMF,7.5,15.32
INF204KC1139,NIMFLCAP,DP,OMF,7.5,15.32
INF204KC1105,NIMFLCDP,DP,OMF,7.5,14.71
INF789F1AUY5,EYGPG,GR,OMF,7.5,13.81
INF789F1AVA3,EYG1G,GR,OMF,7.5,14.44
INF789F1AUZ2,EYDPD,DP,OMF,7.5,13.81
INF789F1AVB1,EYD1D,DP,OMF,7.5,14.44
INF174V01AP8,MMMFCRG,GR,OMF,7.5,14.23
INF174V01AR4,MMMFCRP,DP,OMF,7.5,13.2
INF174V01AS2,MMMFCDG,GR,OMF,7.5,14.99
INF179KC1BN6,HNEWRGHMF,GR,OMF,7.5,15.24
INF179KC1BM8,HNEWDGHMF,GR,OMF,7.5,15.47
INF769K01HN8,MAFMMD1,GR,GMF,10,1169.76
INF769K01HK4,MIRAEMMRG,GR,GMF,10,1157.84
INF582M01HO9,UNMMGR,GR,GMF,10,1141.48
INF582M01HG5,UNMMGD,GR,GMF,10,1163.45
INF200KA1Y40,BAF638G,GR,OMF,7.5,13.91
INF200KA1Y57,BAF638DP,DP,OMF,7.5,13.91
INF200KA1Y73,BAFD638G,GR,OMF,7.5,14.3
INF200KA1Y81,BAFD638P,DP,OMF,7.5,14.3
INF955L01KH7,BPFBCGPG,GR,OMF,7.5,14.23
INF955L01KK1,BPFBCD2G,GR,OMF,7.5,14.79
INF109KC1R55,IPRU3445,GR,OMF,7.5,14.41
INF109KC1R89,IPRU9647,GR,OMF,7.5,14.6
INF846K014C2,AXISVFDPD,DP,OMF,7.5,15.35
INF846K010C0,AXISVFDGG,GR,OMF,7.5,15.93
INF846K013C4,AXISVFGPG,GR,OMF,7.5,15.35
INF846K011C8,AXISVFD1D,DP,OMF,7.5,15.92
INF769K01HR9,MIRAESPD1,GR,OMF,7.5,15.45
INF769K01HQ1,MIRAESPRG,GR,OMF,7.5,15.28
INF179KC1BO4,HDWDGRHMF,GR,OMF,7.5,12.93
INF179KC1BP1,HDWRGRHMF,GR,OMF,7.5,12.76
INF174KA1HS9,KTMFRG,GR,OMF,7.5,16.41
INF174KA1HT7,KTMFRDP,DP,OMF,7.5,16.41
INF174KA1HV3,KTMFDG,GR,OMF,7.5,17.11
INF174KA1HW1,KTMFRDDP,DP,OMF,7.5,17.11
INF209KB16B1,B80B,GR,OMF,7.5,11.28
INF209KB18B7,B80Y,GR,OMF,7.5,11.33
INF209KB19B5,B80X,DP,OMF,7.5,11.33
INF209KB17B9,B80A,DP,OMF,7.5,11.28
INF109KC1S13,IPRU3447,GR,OMF,7.5,11.24
INF109KC1S88,IPRU9649,GR,OMF,7.5,11.3
INF109KC1S62,IPRU3450P,DP,OMF,7.5,11.24
INF109KC1U27,IPRU3454,GR,OMF,7.5,12.97
INF109KC1U50,IPRU9656,GR,OMF,7.5,13.13
INF109KC1U35,IPRU3455P,DP,OMF,7.5,12.97
INF109KC1U68,IPRU9657P,DP,OMF,7.5,13.13
INF247L01AQ1,GSGDG,GR,OMF,7.5,11.26
INF247L01AR9,GSGPG,GR,OMF,7.5,11.24
INF846K010D8,AXISABGPG,GR,OMF,7.5,11.27
INF846K017C5,AXISABDGG,GR,OMF,7.5,11.31
INF754K01MT7,EMFP7DGG,GR,OMF,7.5,11.34
INF754K01MP5,EMFP7RGG,GR,OMF,7.5,11.29
INF277K01FH8,TRSFM,GR,OMF,7.5,55
INF277K01QN3,TRSFMB,GR,OMF,7.5,64.41
INF277K01FI6,TRSFC,GR,OMF,7.5,28.7
INF277K01QM5,TRSFCB,GR,OMF,7.5,33.13
INF754K01NB3,EMFNIDGG,GR,OMF,7.5,12.69
INF754K01MX9,EMFNIRGG,GR,OMF,7.5,12.36
INF754K01NJ6,EMFQUDGG,GR,OMF,7.5,13.2
INF754K01NF4,EMFQURGG,GR,OMF,7.5,12.98
INF767K01QV6,BAGPG,GR,OMF,7.5,12.04
INF767K01QY0,BAG1G,GR,OMF,7.5,12.57
INF767K01QW4,BADDP,DP,OMF,7.5,11.37
INF0J8L01016,NJMFBARDD,DP,OMF,7.5,12.69
INF0J8L01040,NJMFBADGG,GR,OMF,7.5,13.12
INF0J8L01024,NJMFBARGG,GR,OMF,7.5,12.69
INF00XX01BO9,ITIDPG1P,GR,OMF,7.5,13.93
INF00XX01BM3,ITRPDPPH,DP,OMF,7.5,13.21
INF00XX01BL5,ITRPGPH,GR,OMF,7.5,13.21
INF109KC1U84,IPRU3456,GR,OMF,7.5,15.15
INF109KC1U92,IPRU3457P,DP,OMF,7.5,15.16
INF109KC1V18,IPRU9658,GR,OMF,7.5,15.41
INF109KC1V26,IPRU9659P,DP,OMF,7.5,15.41
INF179KC1BR7,HNNIRGHMF,GR,OMF,7.5,14.71
INF179KC1BQ9,HNNIDGHMF,GR,OMF,7.5,14.89
INF209KB19C3,B88X,DP,OMF,7.5,12.43
INF209KB15C1,B88B,GR,OMF,7.5,12.3
INF209KB18C5,B88Y,GR,OMF,7.5,12.43
INF209KB13D4,B90A,DP,OMF,7.5,13.23
INF209KB14D2,B90Y,GR,OMF,7.5,13.71
INF209KB12D6,B90B,GR,OMF,7.5,13.23
INF209KB15D9,B90X,DP,OMF,7.5,13.71
INF194KB1CI6,IDFCMCFRG,GR,OMF,7.5,14.96
INF194KB1CJ4,IDFCMCFRP,DP,OMF,7.5,14.96
INF194KB1CL0,IDFCMCFDG,GR,OMF,7.5,15.56
INF579M01AF8,IQRG,GR,OMF,7.5,16.5
INF579M01AI2,IQDG,GR,OMF,7.5,16.97
INF00XX01BU6,ITIDG1GBA,GR,OMF,7.5,13.24
INF00XX01BR2,ITIRPGBA,GR,OMF,7.5,12.58
INF109KC1V91,IPRU9660,GR,OMF,7.5,13.91
INF109KC1V67,IPRU3458,GR,OMF,7.5,13.74
INF966L01AN3,166VFDG,GR,OMF,7.5,19.97
INF966L01AR4,166VFDP,DP,OMF,7.5,19.11
INF966L01AQ6,166VFGP,GR,OMF,7.5,19.16
INF754K01NN8,EMFLMRGG,GR,OMF,7.5,14.26
INF754K01NR9,EMFLMDGG,GR,OMF,7.5,14.49
INF277KA1299,TCORPBFD,GR,OMF,7.5,11.24
INF277KA1331,TCORPBFC,DR,OMF,7.5,11.24
INF277KA1356,TCORPBFB,DR,OMF,7.5,11.24
INF277KA1224,TCORPBFH,GR,OMF,7.5,11.41
INF179KC1BS5,HHMCDGHMF,GR,OMF,7.5,16.96
INF179KC1BW7,HHMCRDHMF,DP,OMF,7.5,15.56
INF179KC1BV9,HHMCRGHMF,GR,OMF,7.5,16.42
INF179KC1BT3,HHMCDDHMF,DP,OMF,7.5,16.17
INF846K016D5,AXISN5GPG,GR,OMF,7.5,12.92
INF846K017D3,AXISN5DPD,DP,OMF,7.5,12.92
INF846K013D2,AXISN5DGG,GR,OMF,7.5,13.01
INF846K014D0,AXISN5D1D,DP,OMF,7.5,13.01
INF846K016E3,AXISMTGPG,GR,OMF,7.5,14.44
INF846K013E0,AXISMTDGG,GR,OMF,7.5,14.94
INF846K014E8,AXISMTD1D,DP,OMF,7.5,14.93
INF846K017E1,AXISMTDPD,DP,OMF,7.5,14.44
INF109KC1W33,IPRU3461P,DP,OMF,7.5,15.96
INF109KC1W58,IPRU9662,GR,OMF,7.5,16.24
INF109KC1W25,IPRU3460,GR,OMF,7.5,15.96
INF109KC1W66,IPRU9663P,DP,OMF,7.5,16.24
INF754K01NV1,EMFO2D2R,GR,OMF,7.5,11.35
INF754K01NY5,EMFO2D1G,GR,OMF,7.5,11.35
INF174V01BB6,MMMBARG,GR,OMF,7.5,12.9
INF174V01BC4,MMMBARP,DP,OMF,7.5,11.89
INF174V01BE0,MMMBADG,GR,OMF,7.5,13.47
INF109KC1X81,IPRU3467,GR,OMF,7.5,12.97
INF109KC1X99,IPRU3468P,DP,OMF,7.5,12.97
INF109KC1Y15,IPRU9669,GR,OMF,7.5,13.11
INF959L01FR8,NEXTFIFTY,GR,OMF,7.5,14.92
INF959L01FS6,NEXTFIFTY1,GR,OMF,7.5,14.75
INF0K1H01016,FCRG,GR,OMF,7.5,11.62
INF0K1H01024,FCDG,GR,OMF,7.5,12.02
INF109KC1Z55,IPRU9671,GR,OMF,7.5,15.05
INF109KC1Z22,IPRU3469,GR,OMF,7.5,14.72
INF846K019E7,AXISN6DGG,GR,OMF,7.5,15.54
INF846K012F9,AXISN6GPG,GR,OMF,7.5,15.34
INF200KA10D1,CPSE649G,GR,OMF,7.5,11.2
INF200KA11D9,CPSE649DP,DP,OMF,7.5,11.2
INF200KA13D5,CPSED649G,GR,OMF,7.5,11.25
INF173K01AH0,PMFXFDP,DP,OMF,7.5,79.91
INF173K01AG2,PMFXFGP,GR,OMF,7.5,157.27
INF173K01EW1,PMFXFZP,DP,OMF,7.5,83.69
INF173K01EZ4,PMFXFZG,GR,OMF,7.5,164.73
INF173K01DG6,PMFFFIG,GR,OMF,7.5,3184.87
INF173K01DJ0,PMFFFIM,DP,OMF,7.5,1089.08
INF173K01DH4,PMFFFID,DR,OMF,7.5,1015.79
INF173K01FS6,PMFFFZG,GR,OMF,7.5,3385.57
INF173K01197,PMFLCDP,DP,OMF,7.5,39.94
INF173K01189,PMFLCGP,GR,OMF,7.5,143.08
INF173K01EK6,PMFLCZG,GR,OMF,7.5,156.6
INF173K01EM2,PMFLCZP,DP,OMF,7.5,42.92
INF173K01CU9,PMFMMIG,GR,OMF,7.5,2499.3
INF173K01CX3,PMFMMIM,DP,OMF,7.5,1063.37
INF173K01CW5,PMFMMIW,DR,OMF,7.5,1020.06
INF173K01HI3,PMFMMZG,GR,OMF,7.5,2687.53
INF173K01NF7,PMFAFZG,GR,OMF,7.5,14
INF173K01NB6,PMFAFRG,GR,OMF,7.5,13.39
INF173K01361,PMFTFGP,GR,OMF,7.5,446.29
INF173K01HZ7,PMFTFZG,GR,OMF,7.5,474.06
INF173K01NN1,PMFTFZD,DP,OMF,7.5,473.6
INF173K01NM3,PMFTFRD,DP,OMF,7.5,386.05
INF173K01BA3,PMFISIG,GR,OMF,7.5,40.29
INF173K01BB1,PMFISIM,DP,OMF,7.5,12.91
INF173K01GP0,PMFISZG,GR,OMF,7.5,43.31
INF173K01CL8,PMFSBGP,GR,OMF,7.5,141.7
INF173K01CI4,PMFSBDP,DP,OMF,7.5,27.92
INF173K01FE6,PMFSBZG,GR,OMF,7.5,160.27
